SN;Filt;MJD;mag
2007hg        ;B ;54381.50476;20.5905
2007hg        ;B ;54383.44752;20.6255
2007hg        ;B ;54384.48778;20.7405
2007hg        ;B ;54389.43366;20.8385
2007hg        ;B ;54408.50752;20.6600
2007hg        ;B ;54409.42451;20.8410
2007hg        ;V ;54348.44493;18.4915
2007hg        ;V ;54351.47157;18.6250
2007hg        ;V ;54352.49475;18.7360
2007hg        ;V ;54353.48623;18.7330
2007hg        ;V ;54354.48269;18.8210
2007hg        ;V ;54357.45949;18.9410
2007hg        ;V ;54363.41493;19.2150
2007hg        ;V ;54379.45532;19.6390
2007hg        ;V ;54380.49868;19.6370
2007hg        ;V ;54381.49919;19.9860
2007hg        ;V ;54383.44197;19.8860
2007hg        ;V ;54384.48222;19.8480
2007hg        ;V ;54389.42809;19.9240
2007hg        ;V ;54398.50487;19.9065
2007hg        ;V ;54402.41904;19.8605
2007hg        ;V ;54405.51379;20.5280
2007hg        ;V ;54406.41821;20.1090
2007hg        ;V ;54407.50862;20.4580
2007hg        ;V ;54408.50382;20.6360
2007hg        ;V ;54409.41860;20.5380
2007hg        ;r';54348.44193;18.0700
2007hg        ;r';54351.46857;18.2060
2007hg        ;r';54352.49174;18.2505
2007hg        ;r';54353.48322;18.2730
2007hg        ;r';54354.47968;18.3450
2007hg        ;r';54355.43801;18.3810
2007hg        ;r';54357.45648;18.5205
2007hg        ;r';54363.41191;18.8340
2007hg        ;r';54368.51801;19.0990
2007hg        ;r';54369.40065;18.9880
2007hg        ;r';54370.50145;19.3860
2007hg        ;r';54379.45232;19.3730
2007hg        ;r';54380.49567;19.3360
2007hg        ;r';54381.49618;19.5470
2007hg        ;r';54383.43896;19.5240
2007hg        ;r';54384.47921;19.4640
2007hg        ;r';54389.42508;19.6540
2007hg        ;r';54398.50185;19.7980
2007hg        ;r';54404.51527;19.8650
2007hg        ;r';54405.51076;20.1010
2007hg        ;r';54406.41520;19.9520
2007hg        ;r';54407.50558;19.9630
2007hg        ;r';54408.50080;20.1070
2007hg        ;r';54409.41558;20.1400
2007hg        ;i';54348.43890;18.3010
2007hg        ;i';54351.46557;18.2735
2007hg        ;i';54352.48872;18.2830
2007hg        ;i';54353.48021;18.3150
2007hg        ;i';54354.47667;18.2750
2007hg        ;i';54355.43499;18.4190
2007hg        ;i';54357.45346;18.6310
2007hg        ;i';54363.40890;18.9520
2007hg        ;i';54368.51499;19.0870
2007hg        ;i';54369.41956;19.1830
2007hg        ;i';54370.49843;19.1960
2007hg        ;i';54379.44929;19.5990
2007hg        ;i';54380.49264;19.6110
2007hg        ;i';54381.49316;19.6510
2007hg        ;i';54383.43594;19.9370
2007hg        ;i';54384.47620;19.8520
2007hg        ;i';54389.42207;20.1130
2007hg        ;i';54398.49885;19.9820
2007hg        ;i';54400.45662;20.1050
2007hg        ;i';54404.51226;20.4090
2007hg        ;i';54405.50774;20.2530
2007hg        ;i';54406.41220;20.6590
2007hg        ;i';54407.50257;20.3630
2007hg        ;i';54408.49778;20.2880
2007hg        ;i';54409.41257;20.8480
2007hj        ;U ;54348.30904;16.0705
2007hj        ;U ;54351.40559;16.0820
2007hj        ;U ;54352.16707;16.2200
2007hj        ;U ;54353.37229;16.3705
2007hj        ;U ;54354.29653;16.4600
2007hj        ;U ;54355.33012;16.5925
2007hj        ;U ;54356.32488;16.8140
2007hj        ;U ;54357.33106;17.0275
2007hj        ;U ;54361.38410;17.6160
2007hj        ;U ;54363.23339;18.1910
2007hj        ;U ;54377.26446;19.3350
2007hj        ;U ;54379.24310;19.1540
2007hj        ;U ;54380.11799;19.3130
2007hj        ;U ;54381.13968;19.3110
2007hj        ;U ;54383.22156;19.3990
2007hj        ;B ;54346.46994;16.0350
2007hj        ;B ;54348.30601;15.8830
2007hj        ;B ;54351.41353;15.9025
2007hj        ;B ;54352.15589;16.0010
2007hj        ;B ;54353.33223;16.0515
2007hj        ;B ;54354.29347;16.1680
2007hj        ;B ;54355.32704;16.2990
2007hj        ;B ;54356.32184;16.4250
2007hj        ;B ;54357.32801;16.5510
2007hj        ;B ;54358.34738;16.7510
2007hj        ;B ;54361.38104;17.2065
2007hj        ;B ;54363.23036;17.4685
2007hj        ;B ;54368.14456;17.9010
2007hj        ;B ;54372.40484;18.3470
2007hj        ;B ;54377.26140;18.7725
2007hj        ;B ;54379.24005;18.8320
2007hj        ;B ;54380.11493;18.8825
2007hj        ;B ;54381.13662;18.8560
2007hj        ;B ;54383.21851;18.9350
2007hj        ;B ;54402.17919;19.3935
2007hj        ;B ;54404.18432;19.3630
2007hj        ;B ;54405.10435;19.4095
2007hj        ;B ;54408.10227;19.3810
2007hj        ;B ;54411.10274;19.5635
2007hj        ;B ;54412.10546;19.5500
2007hj        ;B ;54415.22446;19.5675
2007hj        ;B ;54427.08410;19.4710
2007hj        ;B ;54429.06801;19.4065
2007hj        ;B ;54432.07963;19.8110
2007hj        ;B ;54433.08674;19.8310
2007hj        ;B ;54440.21705;20.1910
2007hj        ;B ;54456.07980;19.5940
2007hj        ;B ;54477.10090;20.2460
2007hj        ;V ;54346.46459;15.8945
2007hj        ;V ;54348.30369;15.7435
2007hj        ;V ;54351.41121;15.6660
2007hj        ;V ;54352.14667;15.6600
2007hj        ;V ;54353.34112;15.6900
2007hj        ;V ;54354.29116;15.7160
2007hj        ;V ;54355.32472;15.7790
2007hj        ;V ;54356.31951;15.8420
2007hj        ;V ;54357.32569;15.9115
2007hj        ;V ;54358.34509;15.9825
2007hj        ;V ;54361.37871;16.2305
2007hj        ;V ;54363.22804;16.4050
2007hj        ;V ;54368.14223;16.8260
2007hj        ;V ;54372.40250;17.1050
2007hj        ;V ;54377.25909;17.5420
2007hj        ;V ;54379.23773;17.6580
2007hj        ;V ;54380.11260;17.6800
2007hj        ;V ;54381.13432;17.7070
2007hj        ;V ;54383.21622;17.8260
2007hj        ;V ;54400.33566;18.2110
2007hj        ;V ;54402.17619;18.4650
2007hj        ;V ;54404.18130;18.4660
2007hj        ;V ;54405.10134;18.4360
2007hj        ;V ;54408.09927;18.4930
2007hj        ;V ;54411.09719;18.6490
2007hj        ;V ;54412.10115;18.6025
2007hj        ;V ;54415.21890;18.7160
2007hj        ;V ;54424.06204;18.8110
2007hj        ;V ;54425.06862;18.5825
2007hj        ;V ;54427.07854;19.0290
2007hj        ;V ;54429.06429;18.9180
2007hj        ;V ;54431.11414;18.8420
2007hj        ;V ;54432.07383;19.0760
2007hj        ;V ;54433.08151;19.1460
2007hj        ;V ;54440.21148;19.5410
2007hj        ;V ;54455.07234;19.8350
2007hj        ;V ;54456.07517;20.1105
2007hj        ;V ;54457.06781;19.9490
2007hj        ;V ;54477.09719;20.6525
2007hj        ;r';54346.43888;15.7940
2007hj        ;r';54348.30208;15.6700
2007hj        ;r';54351.40959;15.5905
2007hj        ;r';54352.14729;15.5990
2007hj        ;r';54353.33070;15.6265
2007hj        ;r';54354.28955;15.6625
2007hj        ;r';54355.32309;15.7360
2007hj        ;r';54356.31792;15.8090
2007hj        ;r';54357.32410;15.8580
2007hj        ;r';54358.34348;15.8990
2007hj        ;r';54361.37711;16.0750
2007hj        ;r';54363.22642;16.1330
2007hj        ;r';54368.14061;16.4420
2007hj        ;r';54372.40088;16.8350
2007hj        ;r';54377.25747;17.2175
2007hj        ;r';54379.23611;17.3500
2007hj        ;r';54380.11098;17.3710
2007hj        ;r';54381.13271;17.4100
2007hj        ;r';54383.21459;17.4740
2007hj        ;r';54400.33334;18.1350
2007hj        ;r';54402.17387;18.2410
2007hj        ;r';54404.17898;18.3695
2007hj        ;r';54405.09902;18.3910
2007hj        ;r';54408.09697;18.4950
2007hj        ;r';54411.09417;18.5770
2007hj        ;r';54412.09456;18.6330
2007hj        ;r';54415.21587;18.7640
2007hj        ;r';54425.06559;19.0890
2007hj        ;r';54427.07551;19.1290
2007hj        ;r';54429.06129;19.2300
2007hj        ;r';54431.11113;19.2300
2007hj        ;r';54432.07082;19.3700
2007hj        ;r';54433.07848;19.3450
2007hj        ;r';54440.20846;19.5300
2007hj        ;r';54455.06932;20.2960
2007hj        ;r';54456.07215;20.4425
2007hj        ;r';54457.06480;20.4800
2007hj        ;r';54477.09417;21.0780
2007hj        ;i';54348.30049;16.0210
2007hj        ;i';54351.40798;16.0320
2007hj        ;i';54352.13404;16.0600
2007hj        ;i';54353.33185;16.0800
2007hj        ;i';54354.28793;16.1240
2007hj        ;i';54355.32147;16.2355
2007hj        ;i';54356.31630;16.3165
2007hj        ;i';54357.32249;16.3605
2007hj        ;i';54358.34184;16.3610
2007hj        ;i';54361.37549;16.3815
2007hj        ;i';54363.22480;16.3395
2007hj        ;i';54368.13898;16.3620
2007hj        ;i';54372.39926;16.7570
2007hj        ;i';54375.37616;16.8380
2007hj        ;i';54377.25586;17.1770
2007hj        ;i';54379.23449;17.3130
2007hj        ;i';54380.10936;17.3000
2007hj        ;i';54381.13110;17.4365
2007hj        ;i';54383.21298;17.5585
2007hj        ;i';54400.33103;18.1975
2007hj        ;i';54402.17156;18.4405
2007hj        ;i';54404.17668;18.4580
2007hj        ;i';54405.09670;18.5125
2007hj        ;i';54408.09464;18.6350
2007hj        ;i';54411.09115;18.7440
2007hj        ;i';54412.08618;18.6985
2007hj        ;i';54415.21284;18.8810
2007hj        ;i';54427.07248;19.4340
2007hj        ;i';54429.05825;19.6010
2007hj        ;i';54431.10812;19.1820
2007hj        ;i';54440.20544;19.8660
2007hj        ;i';54455.06632;19.8270
2007hj        ;i';54456.06914;20.2335
2007hj        ;i';54457.06179;19.6705
2007hj        ;i';54477.09116;20.2575
2007hu        ;B ;54358.20653;18.2020
2007hu        ;B ;54367.11604;19.0320
2007hu        ;B ;54378.14336;20.1200
2007hu        ;B ;54379.14031;20.2925
2007hu        ;B ;54404.07788;20.7810
2007hu        ;B ;54405.08997;21.1300
2007hu        ;V ;54358.20009;17.7015
2007hu        ;V ;54367.11035;18.1095
2007hu        ;V ;54378.13780;19.2065
2007hu        ;V ;54379.13662;19.1950
2007hu        ;V ;54404.07418;20.1010
2007hu        ;V ;54405.08404;20.0910
2007hu        ;r';54358.19708;17.5545
2007hu        ;r';54367.10734;17.9800
2007hu        ;r';54369.11641;18.2010
2007hu        ;r';54378.13478;18.5870
2007hu        ;r';54379.13360;18.4305
2007hu        ;r';54404.07116;20.0790
2007hu        ;r';54405.08101;19.9055
2007hu        ;i';54358.19406;17.9105
2007hu        ;i';54367.10433;18.6230
2007hu        ;i';54369.11341;18.9275
2007hu        ;i';54378.13176;18.3505
2007hu        ;i';54379.13059;18.4135
2007hu        ;i';54404.06814;20.0315
2007hu        ;i';54405.07800;19.9220
2007if        ;B ;54356.35412;18.0230
2007if        ;B ;54357.37051;18.0495
2007if        ;B ;54361.44944;18.4100
2007if        ;B ;54363.28600;18.6785
2007if        ;B ;54377.31851;19.9070
2007if        ;B ;54379.35275;20.2720
2007if        ;B ;54383.29722;20.1490
2007if        ;B ;54394.26071;20.7050
2007if        ;B ;54404.32177;20.6985
2007if        ;B ;54406.22793;20.8520
2007if        ;B ;54407.32975;20.6555
2007if        ;B ;54408.20595;20.8960
2007if        ;B ;54411.18124;20.8745
2007if        ;B ;54412.28724;20.7470
2007if        ;B ;54415.29659;20.7385
2007if        ;B ;54419.18896;20.7980
2007if        ;B ;54433.21213;20.6590
2007if        ;B ;54439.13205;21.4640
2007if        ;B ;54440.29101;20.9900
2007if        ;B ;54448.17449;21.5710
2007if        ;V ;54356.34857;17.5160
2007if        ;V ;54357.36495;17.5600
2007if        ;V ;54361.44389;17.7390
2007if        ;V ;54363.28044;17.8400
2007if        ;V ;54369.26412;18.3360
2007if        ;V ;54377.31294;18.6690
2007if        ;V ;54379.34659;18.7410
2007if        ;V ;54383.29103;18.9395
2007if        ;V ;54394.25454;19.1765
2007if        ;V ;54395.33580;19.2500
2007if        ;V ;54401.39968;19.5570
2007if        ;V ;54402.28918;19.2930
2007if        ;V ;54403.39285;19.2370
2007if        ;V ;54404.31623;19.4705
2007if        ;V ;54405.38272;19.6240
2007if        ;V ;54406.22238;19.4910
2007if        ;V ;54407.32234;19.4180
2007if        ;V ;54408.20101;19.5100
2007if        ;V ;54411.17569;19.6040
2007if        ;V ;54412.28662;19.5730
2007if        ;V ;54415.29103;19.7920
2007if        ;V ;54419.18279;19.8010
2007if        ;V ;54433.20472;19.9575
2007if        ;V ;54439.12651;20.1715
2007if        ;V ;54440.28729;19.9875
2007if        ;V ;54448.17076;20.0860
2007if        ;r';54356.34554;17.4910
2007if        ;r';54357.36193;17.5090
2007if        ;r';54361.44087;17.6410
2007if        ;r';54363.27742;17.7120
2007if        ;r';54368.19730;17.8310
2007if        ;r';54377.30991;18.2720
2007if        ;r';54379.34359;18.3700
2007if        ;r';54383.31730;18.4835
2007if        ;r';54394.25153;18.8480
2007if        ;r';54395.33277;18.8670
2007if        ;r';54402.28616;19.2080
2007if        ;r';54403.38984;19.2350
2007if        ;r';54404.31321;19.1890
2007if        ;r';54405.37971;19.1470
2007if        ;r';54406.21938;19.1720
2007if        ;r';54407.31931;19.2140
2007if        ;r';54408.19801;19.3190
2007if        ;r';54411.17266;19.2590
2007if        ;r';54412.28361;19.2355
2007if        ;r';54415.28803;19.3480
2007if        ;r';54419.17978;19.3650
2007if        ;r';54429.14626;19.3440
2007if        ;r';54431.23890;19.2330
2007if        ;r';54433.20171;19.7210
2007if        ;r';54439.12349;19.8050
2007if        ;r';54448.16776;19.8740
2007if        ;i';54356.34252;17.8150
2007if        ;i';54357.35893;17.8480
2007if        ;i';54361.43785;17.9630
2007if        ;i';54363.27441;17.9630
2007if        ;i';54369.25808;18.0540
2007if        ;i';54377.30690;18.2110
2007if        ;i';54379.34056;18.2190
2007if        ;i';54383.31429;18.4740
2007if        ;i';54394.24852;18.6490
2007if        ;i';54401.39363;18.7315
2007if        ;i';54402.28314;19.1600
2007if        ;i';54403.38682;19.1120
2007if        ;i';54404.31019;19.1520
2007if        ;i';54405.37669;19.0150
2007if        ;i';54406.21635;19.1020
2007if        ;i';54407.31630;19.2430
2007if        ;i';54408.19499;19.2160
2007if        ;i';54411.16965;19.3330
2007if        ;i';54412.28061;19.4170
2007if        ;i';54415.28502;19.3800
2007if        ;i';54419.17676;19.5290
2007if        ;i';54429.14326;20.0070
2007if        ;i';54431.23588;20.0920
2007if        ;i';54433.19867;20.1130
2007if        ;i';54439.12049;20.3240
2007if        ;i';54440.28127;20.3160
2007if        ;i';54448.16472;20.1040
2007ir        ;B ;54361.46737;20.4540
2007ir        ;B ;54363.36815;20.8695
2007ir        ;B ;54368.48582;21.0655
2007ir        ;B ;54381.44387;21.2510
2007ir        ;B ;54383.35806;21.4070
2007ir        ;B ;54394.33652;21.1830
2007ir        ;B ;54403.44963;20.9010
2007ir        ;V ;54361.46436;19.2790
2007ir        ;V ;54363.36512;19.4760
2007ir        ;V ;54368.48280;19.8980
2007ir        ;V ;54369.36939;20.1005
2007ir        ;V ;54370.39198;20.2450
2007ir        ;V ;54379.40343;20.2770
2007ir        ;V ;54381.44086;20.6515
2007ir        ;V ;54383.35505;20.7480
2007ir        ;V ;54384.41540;20.8105
2007ir        ;r';54361.46204;18.9940
2007ir        ;r';54363.36278;19.0770
2007ir        ;r';54368.48050;19.3805
2007ir        ;r';54369.36707;19.3410
2007ir        ;r';54370.38966;19.2095
2007ir        ;r';54379.40110;19.4590
2007ir        ;r';54381.43854;19.8080
2007ir        ;r';54383.35273;20.0760
2007ir        ;r';54384.41309;20.5430
2007ir        ;r';54391.35259;20.8810
2007ir        ;r';54394.33118;21.1690
2007ir        ;i';54361.45971;19.2590
2007ir        ;i';54363.36045;19.4650
2007ir        ;i';54368.47819;19.7040
2007ir        ;i';54369.36476;19.5060
2007ir        ;i';54370.38735;19.7210
2007ir        ;i';54379.39878;19.1360
2007ir        ;i';54381.43622;19.3200
2007ir        ;i';54383.35042;19.5080
2007ir        ;i';54384.41077;19.7150
2007ir        ;i';54391.35028;20.1170
2007ir        ;i';54394.32888;20.4410
2007ir        ;i';54395.35102;20.1425
2007ir        ;i';54398.43444;21.1120
2007ir        ;i';54402.30175;20.7735
2007ir        ;i';54405.40519;20.9405
2007ir        ;i';54406.24420;20.9800
2007ir        ;i';54409.34914;20.9360
2007is        ;B ;54368.12978;16.4920
2007is        ;B ;54369.10493;16.5775
2007is        ;B ;54379.12207;17.3650
2007is        ;B ;54404.10000;19.7880
2007is        ;B ;54408.08702;19.8640
2007is        ;B ;54411.08500;20.0010
2007is        ;V ;54368.12677;16.4380
2007is        ;V ;54379.11904;16.9855
2007is        ;V ;54404.09418;18.4330
2007is        ;V ;54408.08184;18.5840
2007is        ;V ;54411.07907;18.7225
2007is        ;V ;54529.53043;21.3180
2007is        ;r';54368.12447;16.4490
2007is        ;r';54369.09962;16.4500
2007is        ;r';54379.11672;16.9310
2007is        ;r';54404.09116;17.9990
2007is        ;r';54408.07883;18.2520
2007is        ;r';54411.07604;18.3620
2007is        ;i';54368.12215;17.2560
2007is        ;i';54369.09730;17.1790
2007is        ;i';54379.11441;18.0600
2007is        ;i';54404.08814;18.1485
2007is        ;i';54408.07581;18.3895
2007is        ;i';54411.06928;18.5325
2007jg        ;U ;54368.50694;18.1870
2007jg        ;U ;54379.44075;19.2240
2007jg        ;U ;54380.48663;19.1910
2007jg        ;U ;54381.48550;19.9330
2007jg        ;U ;54383.43145;19.8350
2007jg        ;U ;54384.45286;19.8410
2007jg        ;B ;54368.50321;17.6360
2007jg        ;B ;54379.43700;18.5860
2007jg        ;B ;54380.48288;18.7900
2007jg        ;B ;54381.48176;18.7950
2007jg        ;B ;54383.42770;19.0830
2007jg        ;B ;54384.44912;19.1660
2007jg        ;B ;54389.46042;19.7665
2007jg        ;B ;54394.43508;20.1100
2007jg        ;B ;54395.39379;20.1170
2007jg        ;B ;54398.47251;20.1050
2007jg        ;B ;54404.35647;20.6775
2007jg        ;B ;54406.40691;20.8960
2007jg        ;B ;54407.37712;20.5770
2007jg        ;B ;54409.34453;21.1690
2007jg        ;B ;54412.34975;20.9690
2007jg        ;B ;54413.40884;21.0575
2007jg        ;B ;54416.25417;21.1230
2007jg        ;B ;54419.26496;21.0440
2007jg        ;B ;54423.38657;20.8860
2007jg        ;B ;54431.31834;20.6710
2007jg        ;B ;54433.28156;20.8100
2007jg        ;B ;54438.39800;20.7660
2007jg        ;V ;54368.50021;17.5075
2007jg        ;V ;54370.44476;17.5155
2007jg        ;V ;54379.43398;18.0820
2007jg        ;V ;54380.47986;18.1420
2007jg        ;V ;54381.47875;18.2280
2007jg        ;V ;54383.42468;18.3815
2007jg        ;V ;54384.44610;18.4375
2007jg        ;V ;54389.45556;18.6525
2007jg        ;V ;54394.43207;18.9825
2007jg        ;V ;54395.39076;19.2335
2007jg        ;V ;54398.46950;19.3215
2007jg        ;V ;54400.39889;19.3480
2007jg        ;V ;54401.47078;19.5305
2007jg        ;V ;54402.38520;19.6630
2007jg        ;V ;54404.35346;19.7950
2007jg        ;V ;54406.40391;19.6640
2007jg        ;V ;54407.37410;19.7230
2007jg        ;V ;54409.34152;19.8330
2007jg        ;V ;54412.34355;19.8790
2007jg        ;V ;54413.40282;20.0090
2007jg        ;V ;54416.25045;20.1270
2007jg        ;V ;54419.25940;20.1950
2007jg        ;V ;54423.38102;20.3660
2007jg        ;V ;54431.32782;20.5330
2007jg        ;V ;54437.32534;20.5890
2007jg        ;V ;54438.39060;20.7170
2007jg        ;r';54368.49789;17.4570
2007jg        ;r';54369.38366;17.4540
2007jg        ;r';54370.44244;17.5420
2007jg        ;r';54379.43167;18.0670
2007jg        ;r';54380.47755;18.1140
2007jg        ;r';54381.47643;18.1610
2007jg        ;r';54383.42237;18.2120
2007jg        ;r';54384.44377;18.2460
2007jg        ;r';54389.45323;18.3450
2007jg        ;r';54394.42976;18.4940
2007jg        ;r';54395.38846;18.6155
2007jg        ;r';54398.46718;18.6680
2007jg        ;r';54404.35115;19.3120
2007jg        ;r';54406.40160;19.3190
2007jg        ;r';54407.37178;19.3820
2007jg        ;r';54409.33919;19.3360
2007jg        ;r';54412.34053;19.5700
2007jg        ;r';54413.39979;19.5630
2007jg        ;r';54416.24744;19.6960
